,location,total_sqft,bath,balcony,price,ready_to_move,bedrooms
8102,Gunjur,1362.0,3.0,2.0,62.63,1,3
8103,Yelahanka,694.0,1.0,0.0,30.84,1,1
8104,Vittasandra,1404.0,2.0,2.0,70.0,1,2
8105,Electronic City Phase II,1192.0,2.0,3.0,47.0,1,3
8107,Mahalakshmi Layout,1050.0,1.0,0.0,35.0,1,4
8108,Vittasandra,1259.0,2.0,1.0,67.48,1,2
8109,Kengeri,1000.0,2.0,2.0,34.0,1,2
8110,Rachenahalli,985.0,2.0,1.0,49.97,0,2
8111,Indira Nagar,850.0,1.0,2.0,60.0,1,1
8112,Uttarahalli,1650.0,2.0,1.0,50.0,1,3
8113,Rajaji Nagar,2400.0,3.0,1.0,320.0,1,5
8114,Sarjapur  Road,1900.0,4.0,1.0,180.0,1,3
8115,Ambedkar Nagar,1367.0,2.0,2.0,86.0,1,2
8116,Rajaji Nagar,1210.0,2.0,2.0,81.0,1,3
8117,Duvasapalya,1190.0,2.0,1.0,48.6,1,2
8118,Sarjapur,1175.0,2.0,2.0,42.0,1,2
8120,Whitefield,1140.0,2.0,2.0,40.0,1,2
8121,Hoskote,1095.0,2.0,2.0,33.6,1,2
8122,Attibele,782.0,1.0,0.0,19.55,1,1
8123,Gubbalala,1435.0,2.0,2.0,80.0,1,3
8124,Choodasandra,725.0,2.0,2.0,36.0,1,2
8125,BCMC Layout,1600.0,2.0,2.0,88.0,1,3
8127,Hosakerehalli,3205.0,4.0,2.0,300.0,1,4
8128,Vishwapriya Layout,720.0,3.0,1.0,95.0,1,4
8130,Jnanabharathi Layout,860.0,4.0,2.0,125.0,1,4
8131,Haralur Road,1243.0,2.0,2.0,46.0,1,2
8132,Kanakpura Road,1703.0,3.0,2.0,130.0,0,3
8133,Padmanabhanagar,1350.0,3.0,1.0,71.55,0,3
8134,Horamavu Agara,1145.0,2.0,1.0,41.21,1,2
8135,Whitefield,1216.0,2.0,1.0,75.0,0,2
8136,7th Phase JP Nagar,1100.0,3.0,1.0,60.0,1,2
8137,Sarjapur  Road,2425.0,5.0,1.0,201.0,1,4
8138,Kothanur,2700.0,4.0,2.0,175.0,1,4
8139,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,1,2
8140,Kanakpura Road,1600.0,3.0,3.0,90.0,1,3
8141,Banashankari Stage V,1510.0,3.0,3.0,47.57,0,3
8142,Hosakerehalli,3033.0,4.0,1.0,326.0,1,4
8143,Pai Layout,780.0,2.0,1.0,72.0,1,2
8144,Haralur Road,1194.0,2.0,2.0,47.0,1,2
8145,Banashankari Stage II,1250.0,2.0,2.0,110.0,1,2
8146,Sarjapur  Road,1480.0,4.0,1.0,169.0,1,5
8147,Horamavu Agara,1250.0,4.0,1.0,100.0,1,4
8148,Udaya Nagar,1350.0,4.0,2.0,160.0,1,4
8149,Laggere,620.0,2.0,0.0,48.0,1,1
8150,Raja Rajeshwari Nagar,1630.0,3.0,2.0,60.65,1,3
8151,Hennur Road,1020.0,2.0,0.0,45.0,1,2
8152,Hosakerehalli,1410.0,2.0,2.0,53.58,0,3
8153,Bhoganhalli,1181.7,2.0,1.0,100.0,0,2
8154,9th Block Jayanagar,1200.0,8.0,3.0,270.0,1,9
8155,Sarjapur  Road,1691.0,3.0,2.0,113.0,1,3
8156,KR Puram,1200.0,4.0,0.0,83.0,1,4
8157,Banaswadi,1200.0,2.0,3.0,60.0,1,2
8158,Old Airport Road,1050.0,2.0,2.0,50.0,1,2
8159,Kathriguppe,1300.0,3.0,2.0,77.99,1,3
8160,Whitefield,1356.0,2.0,1.0,94.84,0,2
8161,Whitefield,1338.0,2.0,1.0,103.0,0,2
8162,Kengeri Satellite Town Stage II,500.0,1.0,1.0,20.0,1,1
8163,Vasantha Vallabha Nagar,1280.0,2.0,1.0,100.0,0,3
8164,Raja Rajeshwari Nagar,1531.0,3.0,3.0,51.77,1,3
8165,Church Street,11000.0,4.0,1.0,1600.0,0,4
8166,Anekal,620.0,1.0,1.0,23.5,1,2
8167,8th Phase JP Nagar,1605.0,2.0,2.0,65.0,1,3
8168,Thanisandra,1917.0,3.0,2.0,110.0,1,3
8169,Nagarbhavi,1200.0,3.0,1.0,340.0,1,4
8170,Srinivas Colony,2750.0,3.0,2.0,943.0,1,3
8171,Sarjapur  Road,1400.0,3.0,2.0,55.0,1,3
8172,Thubarahalli,2625.0,3.0,3.0,175.0,1,3
8173,Sahakara Nagar,1100.0,2.0,1.0,55.0,1,2
8174,Hennur Road,2041.0,3.0,3.0,128.0,1,3
8175,Sarjapur  Road,2070.0,4.0,2.0,160.0,1,3
8176,Hebbal,1110.0,3.0,3.0,59.0,1,3
8177,Uday Nagar,1650.0,3.0,1.0,110.0,1,3
8178,Ambedkar Nagar,3565.0,4.0,3.0,255.0,0,4
8179,Varthur Road,1033.0,2.0,2.0,30.47,0,3
8180,HSR Layout,1142.0,2.0,2.0,65.0,1,2
8181,Mathikere,1500.0,2.0,2.0,75.0,1,3
8182,Electronic City Phase II,1502.0,3.0,3.0,50.0,1,3
8183,Shree Ananth Nagar Layout,1176.0,2.0,1.0,45.0,1,3
8184,Hosa Road,1063.0,2.0,1.0,32.8,0,2
8185,Kammanahalli,1100.0,2.0,1.0,60.0,1,2
8186,Kamakshipalya,1044.0,2.0,2.0,85.0,1,2
8187,Sarjapur  Road,5400.0,3.0,2.0,700.0,1,3
8188,6th Phase JP Nagar,1216.0,2.0,2.0,60.0,1,2
8189,Suddaguntepalya,1425.0,3.0,2.0,55.0,1,3
8190,Hongasandra,1200.0,8.0,2.0,150.0,1,8
8191,Hosur Road,1345.0,2.0,2.0,108.0,1,2
8192,Marathahalli,1248.0,2.0,1.0,130.0,1,2
8193,Chaitanya Ananya,1830.0,4.0,2.0,325.0,1,4
8194,Shankarapuram,900.0,1.0,0.0,130.0,1,2
8196,Uttarahalli,1025.0,2.0,1.0,35.88,1,2
8197,Nagashetty Halli,840.0,1.0,1.0,99.0,1,2
8199,Kadubeesanahalli,1424.0,2.0,2.0,75.0,1,3
8200,EPIP Zone,2500.0,3.0,1.0,268.0,1,3
8202,Byrasandra Extension,1285.0,2.0,2.0,45.0,0,2
8203,Babusapalaya,1450.0,2.0,1.0,55.99,1,2
8204,Raja Rajeshwari Nagar,1160.0,2.0,1.0,70.0,0,2
8205,Yelahanka New Town,2700.0,3.0,0.0,350.0,1,3
8206,Gattahalli,2000.0,2.0,2.0,95.0,0,3
8207,Uttarahalli,1125.0,2.0,1.0,47.65,1,2
8208,Old Madras Road,3900.0,4.0,2.0,175.0,1,4
8209,Raja Rajeshwari Nagar,1133.0,2.0,1.0,38.37,1,2
8210,Arekere,1240.0,2.0,2.0,60.0,1,2
8211,Devanahalli,1466.0,3.0,3.0,77.59,0,3
8212,Outer Ring Road East,3870.0,4.0,2.0,411.0,1,4
8213,Ramagondanahalli,1610.0,2.0,2.0,115.0,1,3
8214,Sarjapur  Road,1220.0,3.0,2.0,56.0,1,3
8215,Kaggadasapura,1225.0,2.0,2.0,48.0,1,2
8216,Akshaya Nagar,1300.0,2.0,1.0,54.0,1,2
8217,Thanisandra,1996.0,4.0,1.0,123.0,0,3
8218,Mallathahalli,1320.0,2.0,2.0,55.0,1,3
8219,Rajaji Nagar,1800.0,3.0,2.0,240.0,1,3
8220,Richmond Town,1835.0,3.0,3.0,175.0,1,3
8221,Sarjapur  Road,1435.0,3.0,2.0,90.0,1,3
8223,Rayasandra,1601.0,3.0,3.0,70.0,1,3
8224,Kadubeesanahalli,1257.0,2.0,2.0,93.0,1,2
8225,Iblur Village,3596.0,5.0,1.0,260.0,1,4
8226,Kasavanhalli,1309.0,2.0,2.0,95.0,1,2
8227,Yeshwanthpur,1362.0,2.0,0.0,100.0,1,2
8228,Whitefield,1115.0,2.0,1.0,55.0,1,2
8229,Whitefield,1870.0,3.0,2.0,90.0,1,3
8230,manyata park,1322.0,2.0,1.0,61.99,0,2
8231,Telecom Layout,1450.0,2.0,1.0,65.0,1,3
8232,Banashankari,1185.0,2.0,2.0,67.0,1,2
8233,7th Phase JP Nagar,1790.0,3.0,3.0,120.0,1,3
8234,Whitefield,3450.0,4.0,2.0,208.0,1,3
8235,Rachenahalli,1050.0,2.0,2.0,52.5,1,2
8236,Budigere,693.0,1.0,0.0,27.375,1,1
8237,Sarjapur  Road,5400.0,4.0,2.0,750.0,1,4
8238,Devanahalli,775.0,1.0,0.0,39.0,1,1
8239,Hoodi,1000.0,2.0,2.0,48.0,1,2
8240,Thanisandra,1183.0,2.0,1.0,77.25,0,2
8241,Binny Pete,1282.0,3.0,2.0,178.0,0,3
8242,Alur,425.0,1.0,1.0,15.0,1,1
8243,Nelamangala,820.0,2.0,2.0,30.0,1,2
8245,Hebbal,1200.0,2.0,2.0,52.0,1,2
8246,Ramagondanahalli,1151.0,2.0,2.0,43.6,0,2
8247,Hulimavu,1320.0,2.0,2.0,59.0,1,3
8248,Bikasipura,1450.0,3.0,2.0,68.0,0,3
8249,Poorna Pragna Layout,1270.0,2.0,3.0,50.79,1,3
8250,Hegde Nagar,1847.0,3.0,2.0,123.0,1,3
8251,Devanahalli,1020.0,2.0,1.0,49.87,0,1
8253,Richmond Town,2380.0,4.0,3.0,242.0,1,4
8255,Begur Road,1160.0,2.0,2.0,44.0,1,2
8256,Haralur Road,2805.0,4.0,3.0,154.0,0,4
8257,Mysore Road,1360.0,3.0,0.0,47.6,0,3
8258,Brookefield,1089.0,2.0,1.0,49.0,1,2
8259,Yelahanka,1115.0,2.0,2.0,60.0,1,2
8260,Kudlu Gate,1215.0,2.0,1.0,45.0,1,2
8261,Sarjapur  Road,1194.0,2.0,1.0,51.0,1,2
8262,Kannamangala,1536.0,3.0,1.0,104.0,0,3
8263,Hennur,1255.0,2.0,2.0,55.5,1,2
8264,Electronic City,1571.0,3.0,2.0,83.0,0,3
8265,Virupakshapura,900.0,1.0,0.0,70.0,1,2
8266,Keshava Nagar,1517.0,2.0,2.0,125.0,1,2
8267,Budigere,664.0,1.0,1.0,35.4,1,1
8268, Devarachikkanahalli,1230.0,2.0,1.0,58.0,1,2
8269,Hegde Nagar,1340.0,2.0,2.0,72.0,1,2
8270,Attibele,1175.0,2.0,1.0,29.38,1,2
8271,Benson Town,3569.0,4.0,1.0,600.0,1,4
8272,Sarjapur,1240.0,2.0,2.0,43.1,1,2
8274,Electronic City,1470.0,2.0,1.0,44.1,1,3
8276,7th Phase JP Nagar,1680.0,3.0,2.0,117.0,1,3
8277,Sri Sai Layout,1000.0,2.0,2.0,35.0,1,2
8278,Gunjur,1071.0,2.0,1.0,51.0,1,2
8280,Frazer Town,3435.0,2.0,1.0,341.0,1,4
8281,Thanisandra main road,3144.0,3.0,1.0,455.0,0,3
8282,Kalyan nagar,1190.0,2.0,1.0,60.0,1,2
8283,Pattandur Agrahara,1550.0,2.0,3.0,80.0,1,3
8284,Kanakpura Road,1283.0,2.0,2.0,63.22,0,2
8285,Mallasandra,1325.0,2.0,2.0,73.0,1,2
8286,Whitefield,1105.0,2.0,1.0,35.36,1,2
8287,Banaswadi,1600.0,3.0,2.0,74.5,1,3
8288,Devara Jeevanahalli,400.0,2.0,2.0,35.0,1,4
8290,Hennur,1100.0,2.0,1.0,44.55,1,2
8291,Talaghattapura,2099.0,3.0,3.0,147.0,0,3
8292,Yelachenahalli,1365.0,2.0,1.0,72.0,1,3
8293,Hebbal Kempapura,1485.0,3.0,3.0,132.0,1,2
8294,Hosur Road,1250.0,2.0,1.0,55.0,1,2
8295,Chikkalasandra,1290.0,2.0,2.0,56.12,1,3
8296,Bellandur,1170.0,2.0,1.0,46.79,1,2
8297,Kanakpura Road,1328.0,2.0,3.0,91.06,0,2
8298,Hennur Road,1232.0,2.0,1.0,87.0,0,2
8299,1st Phase JP Nagar,1180.0,2.0,2.0,88.5,1,2
8300,Electronic City,1350.0,3.0,2.0,66.0,1,3
8302,Nagasandra,2400.0,4.0,1.0,145.0,1,4
8303,Electronic City Phase II,1020.0,2.0,2.0,32.0,1,2
8304,Begur Road,1410.0,2.0,3.0,49.34,1,3
8305,Vishwanatha Nagenahalli,2159.0,3.0,2.0,120.0,1,3
8307,TC Palaya,1200.0,2.0,0.0,66.0,0,3
8308,Hennur,1255.0,2.0,1.0,57.5,1,2
8309,Whitefield,1074.0,2.0,1.0,42.79,0,2
8310,Suragajakkanahalli,1200.0,3.0,2.0,72.0,0,3
8311,Sarjapur,1170.0,2.0,2.0,35.41,0,3
8312,Tumkur Road,728.5,1.0,0.0,31.315,0,1
8314,Gattigere,900.0,6.0,1.0,95.0,1,5
8315,SK Garden,1850.0,3.0,0.0,175.0,1,6
8316,Gowdanapalya,510.0,1.0,0.0,34.0,1,1
8317,Mahadevpura,1601.0,3.0,2.0,95.0,1,3
8318,Begur Road,952.0,2.0,1.0,42.0,0,2
8319,PNS Layout,1166.0,2.0,3.0,65.0,1,2
8320,Venkatapura,2700.0,2.0,1.0,260.0,1,3
8321,Electronic City Phase II,1900.0,3.0,1.0,97.0,1,4
8322,Mathikere,1350.0,2.0,0.0,175.0,1,3
8323,Haralur Road,1520.0,2.0,2.0,96.0,0,3
8324,Harsha Layout,2100.0,6.0,3.0,100.0,1,4
8325,Yelenahalli,1175.0,2.0,2.0,50.0,1,2
8326,Bharathi Nagar,1432.0,2.0,2.0,68.0,1,2
8327,Bommasandra Industrial Area,1005.0,2.0,1.0,39.77,0,2
8328,Rajiv Nagar,1309.0,2.0,1.0,80.0,1,2
8329,Dairy Circle,2251.0,4.0,2.0,370.0,1,3
8330,7th Phase JP Nagar,1050.0,2.0,1.0,77.0,1,2
8331,Kanakpura Road,1100.0,3.0,2.0,53.0,0,3
8332,Sanjay nagar,2400.0,3.0,3.0,310.0,1,3
8333,Begur Road,1565.0,2.0,2.0,56.34,1,3
8334,1st Stage Indira Nagar,940.0,2.0,1.0,56.0,1,2
8335,Yarandahalli,1015.0,2.0,1.0,40.1,0,2
8336,BTM 2nd Stage,2400.0,2.0,0.0,360.0,1,3
8337,Electronic City,1652.0,3.0,3.0,110.0,1,3
8338,Whitefield,1100.0,2.0,2.0,52.0,1,2
8339,Rajiv Nagar,2340.0,4.0,1.0,145.0,1,4
8340,Koramangala,1084.0,2.0,1.0,179.0,0,2
8341,Kammanahalli,1200.0,1.0,1.0,81.0,1,2
8342,Kacharakanahalli,1400.0,3.0,3.0,69.0,1,3
8343,HBR Layout,2400.0,5.0,0.0,320.0,0,4
8344,Electronic City Phase II,1020.0,2.0,1.0,27.43,0,2
8345,Whitefield,1267.0,2.0,1.0,90.33,1,2
8346,Bhoganhalli,2439.0,4.0,3.0,185.0,1,4
8348,Sahakara Nagar,1100.0,2.0,2.0,75.0,1,3
8349,Electronic City,1320.0,2.0,1.0,38.12,0,3
8350,Ananth Nagar,1000.0,2.0,1.0,29.7,0,2
8351,Whitefield,5000.0,5.0,2.0,550.0,1,4
8352,KR Puram,2500.0,6.0,3.0,58.0,1,6
8353,Kengeri Satellite Town,2480.0,2.0,1.0,160.0,1,2
8354,Kalyan nagar,1086.0,2.0,2.0,44.5,1,2
8355,Kengeri,416.0,1.0,1.0,18.0,0,1
8356,Hennur Road,1066.0,2.0,1.0,52.23,1,2
8357,OMBR Layout,1730.0,3.0,1.0,93.0,1,3
8358,Balagere,1205.0,2.0,1.0,63.86,0,2
8359,Marathahalli,2500.0,5.0,2.0,175.0,1,4
8360,Subramanyapura,960.0,2.0,1.0,55.0,1,2
8361,Haralur Road,1510.0,3.0,2.0,83.05,0,3
8362,Kanaka Nagar,1600.0,4.0,2.0,90.0,1,4
8363,Old Madras Road,2300.0,3.0,2.0,142.0,1,3
8364,Jakkasandra Extension,1000.0,2.0,1.0,63.0,1,2
8365,Poorna Pragna Layout,1160.0,2.0,1.0,46.39,1,2
8366,Hormavu,1553.0,2.0,2.0,58.23,0,3
8368,Seegehalli,1134.0,2.0,2.0,45.0,0,2
8369,Nagasandra,600.0,4.0,2.0,80.0,1,4
8370,Horamavu Agara,2400.0,3.0,3.0,80.0,1,5
8371,Whitefield,2400.0,4.0,1.0,143.0,0,4
8372,Nagashetty Halli,1350.0,2.0,2.0,65.0,1,2
8373,Sarjapur,1032.0,2.0,1.0,42.0,1,2
8374,Tigalarpalya,1998.0,3.0,2.0,117.0,1,3
8375,Murugeshpalya,1225.0,2.0,2.0,48.0,0,2
8376,Sarjapur  Road,1262.0,2.0,2.0,67.0,1,2
8377,Badavala Nagar,1842.0,3.0,2.0,115.0,0,3
8379,Kothannur,1070.0,2.0,2.0,38.6,0,2
8380,"Electronic city Phase 1, ",950.0,2.0,1.0,33.0,0,2
8381,Balagere,1012.0,2.0,1.0,53.58,0,2
8382,TC Palaya,1000.0,2.0,0.0,70.0,1,2
8383,Kadugodi,1394.0,2.0,2.0,56.0,1,2
8384,Amruthahalli,1450.0,2.0,1.0,85.0,1,3
8385, Banaswadi,527.0,1.0,0.0,35.0,1,1
8386,Sarjapur  Road,1693.0,3.0,2.0,125.0,1,3
8387,Thigalarapalya,3122.0,6.0,2.0,235.0,1,4
8388,Horamavu Agara,1000.0,2.0,1.0,46.0,1,2
8389,Kogilu,952.0,2.0,2.0,49.0,1,2
8391,Kengeri,1200.0,1.0,1.0,14.0,1,1
8392,Mysore Road,1410.0,2.0,2.0,64.0,0,3
8393,Hebbal Kempapura,1400.0,2.0,2.0,108.0,1,2
8395,Sarjapur  Road,1826.0,3.0,2.0,125.0,1,3
8396,Hosur Road,1689.0,3.0,2.0,103.0,0,3
8397,Bisuvanahalli,1075.0,2.0,1.0,31.0,1,3
8399,Hennur,960.0,2.0,1.0,48.0,1,2
8400,Channasandra,808.0,2.0,1.0,40.0,1,2
8401,Kodichikkanahalli,907.0,2.0,2.0,38.5,1,2
8402,Uttarahalli,1300.0,2.0,2.0,55.0,1,2
8403,Sector 1 HSR Layout,1804.0,3.0,2.0,150.0,1,3
8404,Naidu Layout,1350.0,3.0,2.0,81.0,1,3
8405,Whitefield,1836.0,3.0,2.0,125.0,1,3
8406,Sugama Layout,826.0,2.0,2.0,36.0,1,2
8407,Hormavu,1200.0,2.0,3.0,68.0,1,2
8408,1st Block Koramangala,3000.0,3.0,3.0,300.0,0,4
8409,Indira Nagar,2400.0,4.0,2.0,405.0,1,4
8411,Hoskote,1200.0,4.0,3.0,140.0,1,4
8412,BTM 2nd Stage,965.0,2.0,2.0,56.0,1,2
8413,Kothannur,2000.0,4.0,2.0,95.0,1,4
8414,Bhoganhalli,1395.0,2.0,2.0,70.0,1,3
8415,Sarjapur  Road,1660.0,3.0,2.0,116.0,1,3
8416,Kada Agrahara,935.0,2.0,2.0,35.0,1,2
8417,Hongasandra,1180.0,2.0,1.0,39.0,1,2
8418,Electronic City,1090.0,2.0,1.0,31.48,0,2
8419,Kanakpura Road,1204.0,2.0,1.0,82.0,0,2
8420,Thigalarapalya,2072.0,4.0,2.0,153.0,1,3
8421,Haralur Road,1056.0,2.0,1.0,65.0,1,2
8422,Hebbal,985.0,2.0,2.0,62.0,0,2
8423,Banashankari Stage V,1315.0,2.0,2.0,49.0,1,3
8424,KR Puram,734.0,2.0,1.0,22.0,1,2
8425,Kammanahalli,2900.0,4.0,2.0,200.0,1,4
8426,Yelahanka,2317.0,4.0,3.0,140.0,1,3
8427,Singasandra,600.0,1.0,0.0,45.0,1,1
8428,Vishwanatha Nagenahalli,2200.0,3.0,0.0,115.0,1,4
8429,Attibele,656.0,2.0,1.0,25.0,1,2
8430,Attibele,400.0,1.0,1.0,11.5,1,1
8431,Yeshwanthpur,666.0,1.0,1.0,36.8,1,1
8432,Kadubeesanahalli,3293.0,5.0,2.0,425.0,1,4
8433,7th Phase JP Nagar,1174.0,2.0,1.0,47.0,1,2
8434,Budigere,1153.0,2.0,2.0,56.7,1,2
8435,Jalahalli,1000.0,4.0,1.0,90.0,1,4
8436,Narayanapura,2400.0,5.0,2.0,85.0,1,5
8437,Marathahalli,957.0,2.0,1.0,47.0,1,2
8438,Banashankari Stage III,910.0,2.0,2.0,160.0,1,2
8439,Sarjapur  Road,1060.0,2.0,1.0,50.0,0,2
8440,Banashankari,1000.0,2.0,1.0,50.0,0,2
8441,Kanakpura Road,1843.0,3.0,2.0,88.0,1,3
8442,Kanakpura Road,1150.0,2.0,2.0,40.25,1,3
8443,Chandapura,1230.0,2.0,2.0,31.37,0,3
8444,Kodihalli,3197.0,5.0,2.0,335.0,1,4
8445,Kanakpura Road,1703.0,3.0,2.0,130.0,0,3
8446,Kaval Byrasandra,1125.0,2.0,1.0,41.5,1,2
8447,Battarahalli,1516.0,3.0,3.0,65.0,1,3
8448,Brookefield,1130.0,2.0,2.0,56.0,1,2
8449,Iblur Village,3596.0,5.0,1.0,279.0,1,4
8450,Hosa Road,1512.0,3.0,2.0,103.0,0,3
8451,Thanisandra,1491.0,3.0,1.0,88.0,1,3
8452,Cox Town,1250.0,2.0,2.0,95.0,1,2
8453,Banashankari,1650.0,3.0,2.0,90.75,0,3
8454,Raja Rajeshwari Nagar,1140.0,2.0,1.0,48.7,1,2
8455,Behind Don Bosco Church,1200.0,4.0,1.0,110.0,1,4
8457,Kanakpura Road,1100.0,3.0,2.0,56.57,0,3
8458,Iblur Village,2666.0,4.0,1.0,200.0,1,3
8459,Bagalur,1500.0,2.0,1.0,50.0,1,2
8460,Seshadripuram,1217.0,2.0,1.0,164.0,0,2
8461,Whitefield,1197.0,2.0,1.0,50.0,1,2
8462,BHEL Layout,2400.0,4.0,1.0,170.0,1,6
8463,Gollarapalya Hosahalli,1345.0,3.0,2.0,60.0,1,3
8464,KR Puram,1200.0,4.0,2.0,100.0,1,4
8465,Bannerghatta Road,3230.0,5.0,0.0,165.0,1,4
8466,Banashankari Stage II,1260.0,2.0,1.0,95.0,1,3
8467,Sarjapur  Road,2750.0,5.0,1.0,240.0,1,4
8468,9th Phase JP Nagar,1200.0,2.0,0.0,80.0,1,2
8469,Devara Jeevanahalli,1650.0,3.0,0.0,52.0,1,3
8470,1st Block HBR Layout,600.0,1.0,0.0,45.0,1,1
8471,Uttarahalli,1025.0,2.0,1.0,35.88,1,2
8473,Hennur Road,973.0,2.0,1.0,56.0,1,2
8474,Thanisandra main road,4110.0,4.0,2.0,590.0,0,4
8475,Rajaji Nagar,2533.0,3.0,3.0,425.0,1,3
8476,Balagere,1007.0,2.0,1.0,75.0,1,2
8477,Hosa Road,800.0,1.0,0.0,39.99,0,1
8478,Sarjapur  Road,1830.0,3.0,1.0,119.0,0,3
8479,Nagavara,1077.0,2.0,1.0,50.0,1,2
8480,Immadihalli,672.0,1.0,1.0,27.0,1,1
8481,Shanthi Layout,1280.0,3.0,0.0,87.0,1,3
8482,Electronics City Phase 1,865.0,2.0,0.0,40.0,1,2
8483,Kalena Agrahara,1000.0,2.0,2.0,33.0,1,2
8484,CV Raman Nagar,1285.0,2.0,2.0,65.0,1,2
8485,Thanisandra,662.0,1.0,1.0,29.0,1,1
8486,Whitefield,2297.0,5.0,2.0,269.0,1,5
8487,Sarjapura - Attibele Road,3750.0,6.0,3.0,295.0,1,5
8488,Kalkere,1850.0,3.0,3.0,95.0,1,3
8489,Harlur,1754.0,3.0,2.0,132.0,1,3
8490,Hennur Bande,1200.0,4.0,2.0,150.0,1,5
8491,1st Phase JP Nagar,2200.0,7.0,2.0,350.0,1,5
8492,Anugrah Layout,1567.0,3.0,1.0,100.0,1,3
8493,Hoskote,1695.0,3.0,3.0,50.0,1,3
8494,Hosahalli Extension,360.0,2.0,1.0,40.0,1,2
8495,Bellandur,1150.0,2.0,1.0,69.44,1,2
8496,Akshaya Nagar,1690.0,3.0,2.0,85.0,1,3
8497,1st Block Koramangala,2350.0,3.0,2.0,210.0,0,3
8498,Karuna Nagar,1057.0,2.0,1.0,65.0,1,2
8499,Hebbal,1320.0,2.0,1.0,91.0,0,2
8500,Bhoganhalli,2119.0,4.0,3.0,111.0,0,4
8501,Bandepalya,1125.0,2.0,1.0,48.0,1,2
8502,Kanakpura Road,2254.0,3.0,2.0,170.0,0,3
8503,Balagere,645.0,1.0,1.0,34.18,0,1
8504,Rachenahalli,1050.0,2.0,2.0,52.08,1,2
8505,Panathur,1040.0,2.0,1.0,41.6,0,2
8506,Sarjapur  Road,1700.0,3.0,1.0,194.0,0,3
8508,Bellandur,1138.0,3.0,2.0,128.0,0,3
8509,Sarjapur  Road,984.0,2.0,1.0,45.91,0,2
8510,Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.65,1,2
8511,Whitefield,3596.0,3.0,1.0,200.0,0,3
8512,Kalkere,1365.0,3.0,2.0,54.0,1,3
8513,Bethel Nagar,560.0,1.0,0.0,19.0,1,1
8514,Vittasandra,1404.0,2.0,1.0,75.0,1,2
8515,Bellandur,1540.0,4.0,3.0,45.0,1,4
8516,Electronic City,1050.0,2.0,1.0,39.0,1,3
8517,Lingarajapuram,360.0,4.0,3.0,37.0,1,4
8518,Rachenahalli,1550.0,3.0,3.0,72.5,1,3
8519,Yelahanka,1653.0,3.0,3.0,93.0,1,3
8520,Parappana Agrahara,1194.0,2.0,2.0,47.0,1,2
8521,Narayana Nagar 1st Block,1471.0,2.0,3.0,75.0,1,3
8522,Kanakpura Road,700.0,2.0,1.0,35.0,0,2
8523,Kudlu Gate,812.0,2.0,1.0,38.25,1,2
8524,8th Phase JP Nagar,1504.0,2.0,2.0,83.0,1,3
8525,Mahadevpura,1450.0,3.0,2.0,75.0,1,3
8526,Kannamangala,957.0,2.0,2.0,54.5,1,2
8527,Attibele,460.0,1.0,1.0,13.0,1,1
8528,poornaprajna layout,900.0,2.0,0.0,128.0,1,2
8529,7th Phase JP Nagar,1050.0,2.0,1.0,75.0,1,2
8530,Budigere,1820.0,3.0,2.0,85.0,1,3
8531,Varthur Road,1033.0,2.0,2.0,32.0,0,2
8532,Kumaraswami Layout,800.0,1.0,1.0,90.0,1,2
8533,Kadabagere,520.0,2.0,0.0,29.0,1,1
8534,OMBR Layout,1165.0,2.0,2.0,88.5,1,2
8535,Gottigere,1280.0,2.0,1.0,61.0,1,2
8536,Cambridge Layout,1950.0,3.0,3.0,230.0,1,3
8537,BTM 4th Stage,600.0,1.0,0.0,58.0,1,1
8538,Kanakpura Road,1550.0,3.0,3.0,65.1,1,3
8539,Nagavarapalya,1392.0,2.0,1.0,130.0,1,2
8540,Jigani,1221.0,3.0,3.0,75.0,1,3
8541,AMS Layout,1000.0,1.0,1.0,19.0,1,1
8542,KR Garden,1300.0,2.0,2.0,60.0,1,2
8543,Hoskote,1065.0,2.0,3.0,31.5,1,2
8544,Yelahanka New Town,1209.0,2.0,3.0,65.0,1,3
8545,BTM 1st Stage,375.0,1.0,0.0,40.0,1,1
8546,Dollars Colony,7800.0,3.0,2.0,2000.0,1,3
8547,Sarjapur  Road,1929.0,4.0,1.0,101.0,0,3
8548,Hennur Road,1255.0,2.0,1.0,84.0,1,2
8549,Jalahalli,1035.0,2.0,1.0,31.05,0,2
8550,Annapurneshwari Nagar,1200.0,5.0,2.0,270.0,1,4
8551,Banashankari,1650.0,3.0,2.0,101.0,0,3
8552,Whitefield,1275.0,2.0,3.0,65.0,1,3
8553,Electronic City,1128.0,2.0,1.0,65.58,0,2
8554,Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.55,1,2
8555,OMBR Layout,1200.0,4.0,2.0,200.0,1,4
8556,Thanisandra,1183.0,2.0,2.0,58.56,0,2
8557,Whitefield,1155.0,2.0,1.0,39.0,1,2
8558,Kengeri,1245.0,2.0,2.0,43.57,1,3
8559,Akshaya Nagar,1000.0,2.0,1.0,38.0,1,2
8560,7th Phase JP Nagar,1040.0,2.0,1.0,75.0,1,2
8562,Kundalahalli Colony,1477.0,2.0,2.0,75.0,1,3
8563,Nagadevanahalli,1050.0,3.0,3.0,85.0,0,4
